IDADE,SEXO,ESCOLARIDADE,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P3A,P3B,P3C,P3D,P3E,P3F,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P6A,P6B,P6C,P6D,P6E,RACA_COR,RELIGIÃO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA,id_respondente
52.0,FEM,Analfabeto,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não respondeu,,,,,,,,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Parda,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600417.0,2023-07-01,Face a face,482
68.0,FEM,Analfabeto,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não se aplica,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda totalmente,Não sabe/ Não respondeu,Branca,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,NÃO RESPONDEU,NORDESTE,INTERIOR,DE 10.001 A 20.000,186600418.0,2023-07-01,Face a face,483
57.0,MAS,6ª série (ou 7º ano),"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Transporte público,Espaços públicos,Escola/Faculdade,Transporte público,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 50.001 A 100.000,186600602.0,2023-07-01,Face a face,484
63.0,FEM,2ª série (ou 3º ano),Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 50.001 A 100.000,186600603.0,2023-07-01,Face a face,485
38.0,FEM,Superior completo,Escolas/faculdades e universidades,Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Espaços públicos,Escola/Faculdade,Transporte público,Bares e restaurantes,,,,,Sim,Não,Não,Não,Não,Sim,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Evangelho Quadrangular,MAIS DE 2 A 5,MAIS DE 2 A 5,NORTE,INTERIOR,DE 50.001 A 100.000,186600604.0,2023-07-01,Face a face,486
37.0,MAS,7ª série (ou 8º ano),"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Transporte público,Espaços públicos,Escola/Faculdade,Transporte público,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,"Ateu, não tem religião",ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 50.001 A 100.000,186600605.0,2023-07-01,Face a face,487
54.0,FEM,3ª série (ou 4º ano),Transporte público,Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,Preta,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORTE,INTERIOR,DE 50.001 A 100.000,186600606.0,2023-07-01,Face a face,488
38.0,MAS,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Parda,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,NORTE,INTERIOR,DE 50.001 A 100.000,186600607.0,2023-07-01,Face a face,489
58.0,FEM,6ª série (ou 7º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 50.001 A 100.000,186600608.0,2023-07-01,Face a face,490
21.0,FEM,3ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Sim,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,186600921.0,2023-07-01,Face a face,491
57.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Espaços públicos,Transporte público,Shoppings e comércios,Bares e restaurantes,,,,,,,,,,,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda totalmente,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Preta,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,CAPITAL,MAIS DE 500.000,186601136.0,2023-07-01,Face a face,492
40.0,FEM,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,186601390.0,2023-07-01,Face a face,493
38.0,FEM,Analfabeto,Hospitais e postos de saúde,Ambiente familiar,"Rua e espaços públicos de convivência como parques, praças, etc.",Escola/Faculdade,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda em parte,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda totalmente,Indígena,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,186601661.0,2023-07-01,Face a face,494
77.0,MAS,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 5.001 A 10.000,186601662.0,2023-07-01,Face a face,495
44.0,FEM,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,CENTRO OESTE,INTERIOR,DE 5.001 A 10.000,186601841.0,2023-07-01,Face a face,496
71.0,MAS,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Discorda em parte,Preta,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,186601954.0,2023-07-01,Face a face,497
47.0,MAS,5ª série (ou 6º ano),Hospitais e postos de saúde,Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601958.0,2023-07-01,Face a face,498
54.0,FEM,2ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,"Não concorda, nem discorda",Concorda em parte,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601959.0,2023-07-01,Face a face,499
41.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,Hospitais e postos de saúde,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601961.0,2023-07-01,Face a face,500
29.0,FEM,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não respondeu,Não,Não,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Discorda em parte,Discorda totalmente,Concorda em parte,Discorda em parte,Discorda totalmente,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601962.0,2023-07-01,Face a face,501
40.0,FEM,Superior incompleto,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Espaços públicos,No ambiente familiar,,,,,,,Sim,Não se aplica,Sim,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Parda,"Ateu, não tem religião",ATÉ 1,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601963.0,2023-07-01,Face a face,502
29.0,MAS,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Trabalho,Transporte público,Bares e restaurantes,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Concorda totalmente,Preta,Deus é Amor,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601964.0,2023-07-01,Face a face,503
62.0,FEM,1ª série (ou 2º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Batista/ Metodista/ Presbiteriana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186601965.0,2023-07-01,Face a face,504
21.0,MAS,1ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Local onde mora (rua, vila, condomínio, etc.)",Escolas/faculdades e universidades,Transporte público,Bares e restaurantes,Banheiros públicos e de estabelecimentos privados,,,,,,,,,,,,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Parda,Evangelho Quadrangular,ATÉ 1,MAIS DE 1 A 2,NORTE,PERIFERIA,DE 100.001 A 500.000,186602067.0,2023-07-01,Face a face,505
44.0,FEM,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Espaços públicos,Transporte público,Shoppings e comércios,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Branca,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,186602233.0,2023-07-01,Face a face,506
34.0,MAS,3ª série,Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Espaços públicos,Trabalho,Escola/Faculdade,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Concorda em parte,Discorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,186602234.0,2023-07-01,Face a face,507
60.0,FEM,Superior completo,"Rua e espaços públicos de convivência como parques, praças, etc.",Transporte público,Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORTE,CAPITAL,MAIS DE 500.000,186602247.0,2023-07-01,Face a face,508
54.0,MAS,8ª série (ou 9º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Bares e restaurantes,,,,,,,,,,,,,,Vendedor ambulante/ Camelô,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",ATÉ 1,NÃO RESPONDEU,SUL,INTERIOR,DE 20.001 A 50.000,186602274.0,2023-07-01,Face a face,509
59.0,FEM,"Sabe ler/ escrever, mas não cursou escola",Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Preta,Católica Apostólica Romana,ATÉ 1,NÃO RESPONDEU,SUL,INTERIOR,DE 20.001 A 50.000,186602278.0,2023-07-01,Face a face,510
32.0,FEM,3ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Transporte público,Trabalho,,,,,,,,Não,Não,Não,Não,Não,Não,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda em parte,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",ATÉ 1,NÃO RESPONDEU,SUL,INTERIOR,DE 20.001 A 50.000,186602279.0,2023-07-01,Face a face,511
